Title,Note,URL,Comment
142 Sullivan Bar,,https://www.google.com/maps/place/142+Sullivan+Bar/data=!4m2!3m1!1s0x89c2598d94e16e2b:0xf6e0c9a8e03d064b,
JIMMY,,https://www.google.com/maps/place/JIMMY/data=!4m2!3m1!1s0x89c2598b6c14b231:0x5b24baebc67681fb,
Copper & Oak,,https://www.google.com/maps/place/Copper+%26+Oak/data=!4m2!3m1!1s0x89c25986a5ab00fb:0x1d7bf533a794e3cb,
Brandy Library,,https://www.google.com/maps/place/Brandy+Library/data=!4m2!3m1!1s0x89c259f54436ba93:0xa914652ad4cf7c62,
SoHo Cigar Bar,,https://www.google.com/maps/place/SoHo+Cigar+Bar/data=!4m2!3m1!1s0x89c2598c9d509149:0x684942c754f2f,
Bowery Meat Company,,https://www.google.com/maps/place/Bowery+Meat+Company/data=!4m2!3m1!1s0x89c25984fdc9c79f:0xe89d102ef3812462,
The Carnegie Club,,https://www.google.com/maps/place/The+Carnegie+Club/data=!4m2!3m1!1s0x89c258f9d82e547f:0x3d81afb5e2db7fa8,
Whiskey Trader,,https://www.google.com/maps/place/Whiskey+Trader/data=!4m2!3m1!1s0x89c258f98b6c0cd5:0xa87776091ad4d7d9,
Tanner Smith's,,https://www.google.com/maps/place/Tanner+Smith's/data=!4m2!3m1!1s0x89c258f8191c8b63:0xbc9aba234a420d,
